date,content,tags
"2024-05-06","Starting final exam revision. Semester 2 feels even more packed than Sem 1. Revising Deep Learning architectures (RNNs, LSTMs, Transformers, CNNs), Data Science concepts (evaluation metrics, feature selection), SQL advanced topics, Speech processing fundamentals. The Gen AI exam will likely be more conceptual/ethical, need to review lecture notes and key papers (like 'Attention is All You Need').","[""ucd"", ""exams"", ""revision"", ""study"", ""deep learning"", ""transformers"", ""data science"", ""sql"", ""speech processing"", ""generative ai"", ""ethics"", ""stress""]"
"2024-05-10","Exam week begins. Data Science exam was theory-heavy but fair. SQL exam was similar to the practical but maybe slightly easier. Speech & Audio exam involved signal processing maths and understanding feature extraction pipelines. Juggling revision with final tweaks to projects.","[""ucd"", ""exams"", ""final exams"", ""data science"", ""sql"", ""speech processing"", ""study"", ""stress""]"
"2024-05-14","Deep Learning exam today. Very challenging. Focused heavily on understanding architectures, backpropagation through time, attention mechanisms. Think I did enough to pass, hopefully better. Gen AI exam tomorrow – last one! Feeling tired but motivated to finish strong. Spent the evening writing the conclusion for the Gen AI project report.","[""ucd"", ""exams"", ""final exams"", ""deep learning"", ""transformers"", ""attention"", ""stress"", ""generative ai"", ""project"", ""report writing"", ""motivation""]"
"2024-05-15","Gen AI exam done! It was essay-based, covering topics like evaluating generative models, ethical implications, limitations of current LLMs, and future directions. Felt I could draw heavily on my project experience and the papers we discussed. That's it! All exams finished! The relief is immense. Just need to submit the final projects now.","[""ucd"", ""exams"", ""final exams"", ""generative ai"", ""language models"", ""ethics"", ""relief"", ""completion""]"
"2024-05-20","Final project submission day. Submitted DL (Image Captioning), Speech (Speaker ID), and Gen AI (GPT-2 fine-tuning). Put a lot of effort into the Gen AI report, detailing the process, results, generated examples, and limitations. Feels good to have it all handed in. The culmination of the semester's work. Feeling proud, especially of the Gen AI project. Completely exhausted now. Time for a break.","[""ucd"", ""assignments"", ""projects"", ""submission"", ""deep learning"", ""speech processing"", ""generative ai"", ""gpt2"", ""report writing"", ""relief"", ""accomplishment"", ""pride"", ""exhaustion""]"
"2024-05-25","Catching up on sleep! Started cleaning my room properly, feels like emerging from a bunker. Met Rohan for lunch, we just chatted about non-academic stuff for hours. Felt normal again. Waiting for results is always nerve-wracking, but less so now with the job secured. Planning some trips around Ireland for the summer.","[""relax"", ""post-exams"", ""sleep"", ""friends"", ""rohan"", ""waiting"", ""results"", ""planning"", ""travel"", ""ireland""]"
"2024-05-29","Results are out! Logged in with trembling hands. Passed everything! DL: B+, SQL: A, Data Science: A-, Speech: B+. And then... Generative AI & Language Models: A+ !! Stared at the screen for a minute. An A+! Absolutely ecstatic. The hard work on that project really paid off. Prof. Kavanagh's comment was lovely too. Called family immediately, they were so proud. Easily the academic highlight of the year. HUGE confidence boost.","[""ucd"", ""results"", ""grades"", ""semester 2"", ""success"", ""deep learning"", ""sql"", ""data science"", ""speech processing"", ""generative ai"", ""A+"", ""excitement"", ""pride"", ""validation"", ""family"", ""celebration""]"
"2024-06-02","Still buzzing from the A+ result. Shared the news with Aoife and Kenji too. Kenji is leaving next week, planning a farewell get-together. Started looking into the Graduate Scheme visa process – need the official MSc completion letter first, but gathering documents. Also started tentatively looking for shared apartments/houses for when I start the job in September. Dublin rental market looks scary.","[""ucd"", ""grades"", ""generative ai"", ""A+"", ""friends"", ""kenji"", ""farewell"", ""visa"", ""graduate scheme"", ""job"", ""accommodation"", ""renting"", ""dublin"", ""stress""]"
"2024-06-06","Farewell drinks for Kenji. Sad to see him go, but happy for his next steps back in Japan. Exchanged contact details, promised to stay in touch. It's strange how quickly you form bonds in this intense international student environment. Reflecting on the friendships made here. Went to the National Museum of Ireland - Archaeology. The bog bodies and Celtic gold were incredible.","[""friends"", ""farewell"", ""kenji"", ""international student"", ""sadness"", ""reflection"", ""dublin"", ""museum"", ""archaeology"", ""history"", ""exploring""]"
"2024-06-10","Received the official 'Confirmation of Award' letter from UCD. Needed this for the visa application. Started filling out the online forms for the Third Level Graduate Programme (Stamp 1G). Bureaucracy is never fun, but necessary. Also ramped up the apartment hunting on Daft.ie. Viewings are chaotic, places go so fast.","[""ucd"", ""graduation"", ""admin"", ""visa"", ""graduate scheme"", ""immigration"", ""paperwork"", ""accommodation"", ""renting"", ""dublin"", ""daft.ie"", ""stress""]"
"2024-06-14","Weekend trip to Galway with Rohan and Aoife. Rented a car, drove across the country. Explored the city centre, listened to trad music in a pub. Drove out to the Cliffs of Moher the next day – absolutely spectacular, terrifyingly high! Also saw the strange landscape of the Burren. Great craic with them. Going to miss Aoife when she goes travelling.","[""travel"", ""ireland"", ""galway"", ""cliffs of moher"", ""burren"", ""road trip"", ""friends"", ""rohan"", ""aoife"", ""nature"", ""music"", ""scenery"", ""memories""]"
"2024-06-19","Submitted the Graduate Scheme visa application online. Now need to book an appointment to register with Garda National Immigration Bureau (GNIB). Appointments seem hard to get. More waiting. Went to a viewing for a room in Rathmines, seemed decent, shared with two young professionals. Fingers crossed.","[""visa"", ""graduate scheme"", ""immigration"", ""gnib"", ""paperwork"", ""waiting"", ""accommodation"", ""renting"", ""dublin"", ""rathmines"", ""hope""]"
"2024-06-23","Got offered the room in Rathmines! Accepted immediately. Signed the lease electronically and paid the deposit. Huge relief to have accommodation sorted for starting work. It's more expensive than student accom, but looks like a nice area. Celebrated with takeaway curry. One major stress factor removed.","[""accommodation"", ""renting"", ""dublin"", ""rathmines"", ""success"", ""relief"", ""lease"", ""job"", ""settling in""]"
"2024-06-28","Aoife left for her summer travels through Southeast Asia. Said goodbye, promised postcards. Rohan started his internship, seems to be settling in well. Feels like the student chapter is truly closing. Spent the day reading in St Stephen's Green, enjoying the rare Dublin sunshine.","[""friends"", ""farewell"", ""aoife"", ""rohan"", ""internship"", ""end of era"", ""dublin"", ""st stephens green"", ""relax"", ""sunshine"", ""reading""]"
"2024-07-03","Received my contract and onboarding documents from the company. Start date confirmed for early September. Reading through everything, feels real now! Need to sort out bank details, PPS number etc. Booked my GNIB appointment – earliest was late July, cutting it a bit fine but should be okay.","[""job"", ""software engineer"", ""contract"", ""onboarding"", ""admin"", ""pps number"", ""visa"", ""immigration"", ""gnib"", ""planning""]"
"2024-07-08","Trying to keep my technical skills sharp before starting work. Doing some online courses on technologies the company uses (mentioned React in the job description). Also revisiting some concepts from the MSc – maybe try a small personal project using Generative AI? The A+ still feels good. Visited Trinity College and saw the Book of Kells. Touristy but impressive.","[""job preparation"", ""coding"", ""react"", ""online courses"", ""personal project"", ""generative ai"", ""ucd"", ""dublin"", ""trinity college"", ""book of kells"", ""tourist"", ""learning""]"
"2024-07-13","Went for a hike in the Dublin Mountains (Ticknock). Great views over the city and bay. Felt good to get some exercise. Starting to feel less like a tourist and more like someone who lives here. Had a video call with family, updated them on the job, visa, apartment. They're happy and proud.","[""dublin"", ""dublin mountains"", ""ticknock"", ""hiking"", ""nature"", ""exercise"", ""view"", ""settling in"", ""home"", ""family"", ""pride""]"
"2024-07-18","Met up with Rohan. He's enjoying his internship work but finding the 9-to-5 routine an adjustment after student life. We grabbed pints near Grand Canal Dock, where many tech companies are. Talked about future plans, career paths. Feels good to have someone who understands the journey.","[""friends"", ""rohan"", ""internship"", ""job"", ""tech industry"", ""dublin"", ""grand canal dock"", ""career"", ""future"", ""adjustment""]"
"2024-07-23","Visited the Guinness Storehouse. Very commercial but well done. The Gravity Bar view at the end with the complimentary pint is definitely worth it. Felt like ticking off a Dublin bucket list item. Starting to pack up my student room, preparing for the move to Rathmines next week.","[""dublin"", ""guinness storehouse"", ""tourist"", ""attraction"", ""beer"", ""view"", ""bucket list"", ""moving"", ""packing"", ""rathmines""]"
"2024-07-28","GNIB appointment day. Went to the office, submitted documents, fingerprints, photo taken. All went smoothly. Should receive the Irish Residence Permit (IRP) card by post in a couple of weeks. Massive bureaucratic hurdle cleared! Felt like a proper 'adulting' achievement. Celebrated with fancy coffee.","[""visa"", ""graduate scheme"", ""immigration"", ""gnib"", ""irp card"", ""bureaucracy"", ""success"", ""relief"", ""adulting"", ""dublin""]"
"2024-08-01","Moving day! Packed my life into a couple of suitcases and bags. Took a taxi to the new house in Rathmines. Met my new housemates properly – seem like nice, normal people. Unpacked in my new room. Feels much more permanent than the student digs. Explored the Rathmines area a bit – lots of shops, cafes, pubs. Feels like a good neighbourhood.","[""moving"", ""accommodation"", ""rathmines"", ""dublin"", ""new beginnings"", ""housemates"", ""settling in"", ""neighbourhood""]"
"2024-08-05","Received my IRP card in the post! Valid for one year. Feels official. Settling into the new house. Arranged Wi-Fi payment with housemates, figuring out bin schedules. The mundane parts of life. Had a video call with Kenji, showed him my new room. He's enjoying being back in Japan.","[""visa"", ""irp card"", ""immigration"", ""success"", ""accommodation"", ""rathmines"", ""settling in"", ""housemates"", ""admin"", ""friends"", ""kenji""]"
"2024-08-10","Received the official MSc degree parchment by post from UCD. Framed it? Maybe later. It’s a tangible reminder of the hard work, the stress, the learning, the A+! Looking forward to the graduation ceremony later in the year. Started doing some pre-reading for my job, familiarizing myself with the team's project area based on the onboarding info.","[""ucd"", ""masters degree"", ""graduation"", ""parchment"", ""accomplishment"", ""pride"", ""generative ai"", ""job preparation"", ""learning"", ""future""]"
"2024-08-15","Took a solo day trip to Bray and walked the cliff path to Greystones. Beautiful coastal walk, less crowded than Howth. Felt reflective, thinking about the whole year – the initial struggles, the friendships formed, the academic challenges overcome, the job success. It's been transformative. Feeling grateful for the experience and excited for what comes next.","[""travel"", ""ireland"", ""bray"", ""greystones"", ""cliff walk"", ""coast"", ""nature"", ""reflection"", ""gratitude"", ""personal growth"", ""ucd"", ""future""]"
"2024-08-20","Getting ready for the job start. Bought some 'smart casual' clothes (what does that even mean?). Set up my desk area in my room. Feeling a mix of excitement and nerves. It's a new chapter. Met Rohan for a final 'student life' coffee before we both become proper working professionals.","[""job"", ""software engineer"", ""preparation"", ""shopping"", ""new beginnings"", ""excitement"", ""nervous"", ""friends"", ""rohan"", ""transition""]"
"2024-08-25","Just over a week until I start the new job. Enjoying the last bit of freedom. Explored the Iveagh Gardens, a hidden gem in the city centre. Reading a novel, not a research paper! Cooked a proper meal in the new kitchen. Dublin feels like home now, a different kind of home. Ready for the next adventure.","[""relax"", ""dublin"", ""iveagh gardens"", ""exploring"", ""reading"", ""cooking"", ""home"", ""settling in"", ""job"", ""future"", ""readiness""]"
"2023-09-10","First full week of lectures done. Distributed Systems is theoretical hell, Cloud Computing practicals look manageable, Big Data concepts are clicking slowly, Machine Learning math is intense, Text Analytics feels refreshingly applied. Jet lag still messing with sleep. Trying to make sense of the UCD online portal (Brightspace) - so many modules, so many links. Cooked instant noodles again, need to learn actual cooking.","[""ucd"", ""lectures"", ""distributed systems"", ""cloud computing"", ""big data"", ""machine learning"", ""text analytics"", ""study"", ""jet lag"", ""homesick"", ""cooking"", ""brightspace""]"
"2023-09-14","Joined a study group for Distributed Systems with Rohan and two others. Trying to decode lecture notes together. It helps, but the pace is relentless. Attended a 'Know Your Rights' workshop for international students. Useful info on visas, accommodation contracts etc. Feeling slightly more empowered but also aware of potential pitfalls. Dublin is expensive! Trying to budget carefully.","[""ucd"", ""study group"", ""distributed systems"", ""rohan"", ""international student"", ""visa"", ""accommodation"", ""budgeting"", ""dublin"", ""stress""]"
"2023-09-19","Tried exploring beyond the immediate UCD area. Took a bus into the city centre just to wander. Walked along the River Liffey, saw the Ha'penny Bridge. It's a city with character. Felt anonymous but in a good way. Still haven't quite figured out the bus system routes fully. Small steps.","[""dublin"", ""exploring"", ""city centre"", ""river liffey"", ""hapenny bridge"", ""transport"", ""bus"", ""discovery"", ""independence""]"
"2023-09-22","Big Data lab: Setting up a pseudo-distributed Hadoop environment on a VM. Lots of configuration files to edit. Frustrating when it doesn't work, satisfying when it does. Realising how much practical setup is involved before you even get to the algorithms. Talked to Aoife after Text Analytics lecture, she recommended a good place for cheap eats near campus. Need those tips!","[""ucd"", ""labs"", ""big data"", ""hadoop"", ""vm"", ""configuration"", ""frustration"", ""satisfaction"", ""practical skills"", ""friends"", ""aoife"", ""budgeting""]"
"2023-09-26","Feeling the first wave of homesickness properly hit. It was Dad's birthday yesterday, video call felt inadequate. Seeing everyone celebrating together made me miss home acutely. Poured myself into studying for the DS assignment to distract myself. Listened to some old favourite Hindi songs. It's tough sometimes.","[""homesick"", ""family"", ""birthday"", ""india"", ""sadness"", ""coping"", ""study"", ""music"", ""distraction"", ""international student""]"
"2023-09-30","End of September already! The month flew by in a blur of lectures, labs, and trying to settle in. Submitted the DS assignment, hoping for the best. Started looking at the Machine Learning assignment - implementing linear regression and evaluating it. Need to brush up on NumPy and Matplotlib. Feeling slightly more organised than week 1, but the mountain of work ahead is still huge.","[""ucd"", ""month end"", ""reflection"", ""assignments"", ""distributed systems"", ""machine learning"", ""numpy"", ""matplotlib"", ""study load"", ""organisation""]"
"2023-10-04","Cloud Computing assignment 2: Using more AWS services - S3 for storage, maybe Lambda for serverless functions. The AWS console has so many options! It's easy to get lost. Attended a 'Careers in Tech' panel discussion. Speakers from various companies (startups, multinationals). Interesting perspectives, but also highlighted the competitiveness of the job market. Feeling the pressure to start thinking about internships already.","[""ucd"", ""assignments"", ""cloud computing"", ""aws"", ""s3"", ""lambda"", ""serverless"", ""careers"", ""tech industry"", ""job search"", ""internship"", ""pressure""]"
"2023-10-08","Weekend exploring. Went to the National Gallery of Ireland. Free entry! Spent a couple of hours looking at art, felt cultured. Met up with Kenji afterwards, wandered through Merrion Square, saw the Oscar Wilde statue. Nice to have casual conversations, comparing notes on Dublin life and studies. He finds Irish slang amusing.","[""dublin"", ""exploring"", ""national gallery"", ""art"", ""culture"", ""merrion square"", ""oscar wilde"", ""friends"", ""kenji"", ""international student"", ""weekend"", ""relax""]"
"2023-10-12","Machine Learning assignment is tricky. Implementing gradient descent requires careful handling of learning rates and feature scaling. Spent ages debugging. Finally got it converging. The practical application makes the theory stick better. Rohan is working on the same assignment, we compared results. Helps to have a sanity check.","[""ucd"", ""assignments"", ""machine learning"", ""gradient descent"", ""debugging"", ""numpy"", ""practical skills"", ""study"", ""rohan"", ""collaboration""]"
"2023-10-16","Received rejection from one of the first internships I applied to. Didn't even get an interview. Ah well. Back to the CV - trying to rephrase project descriptions using the STAR method as suggested in the workshop. It's hard to quantify academic project achievements sometimes. Booked a library study room for serious midterm revision.","[""job search"", ""rejection"", ""internship"", ""cv"", ""star method"", ""careers"", ""ucd"", ""midterms"", ""revision"", ""library"", ""stress""]"
"2023-10-20","Deep into midterm revision. Flashcards for Distributed Systems concepts. Reworking ML tutorial problems. Reviewing Big Data architectures. It's information overload. Took a short break to walk around the lake on campus. The swans are aggressive! Need to balance intense study with breaks to avoid burnout.","[""ucd"", ""exams"", ""midterms"", ""revision"", ""study"", ""distributed systems"", ""machine learning"", ""big data"", ""stress"", ""burnout"", ""campus"", ""lake"", ""nature""]"
"2023-10-24","Text Analytics midterm felt okay. Focused on concepts like TF-IDF, vector space models, evaluation metrics (precision, recall). Cloud Computing online midterm also seemed reasonable, testing knowledge of core AWS services. Two down, two (the harder ones - DS, ML) to go. The finish line for midterms is in sight.","[""ucd"", ""exams"", ""midterms"", ""text analytics"", ""tfidf"", ""evaluation metrics"", ""cloud computing"", ""aws"", ""study"", ""relief""]"
"2023-10-29","Post-midterm relief. Went to a pub recommended by Aoife with her and Rohan. Tried Guinness properly for the first time (mixed feelings!). Good atmosphere, lots of chatter. Nice to socialize and not talk about lectures for a change. Feeling more integrated into the small group of friends.","[""social"", ""friends"", ""aoife"", ""rohan"", ""dublin"", ""pub"", ""guinness"", ""relax"", ""post-exams"", ""integration""]"
"2023-11-03","Started the final project for Cloud Computing - designing and implementing a scalable, fault-tolerant web service. Thinking of using microservices architecture, maybe with Docker Swarm or Kubernetes (if I'm feeling brave). Feels like a good practical challenge. Need to research best practices.","[""ucd"", ""assignments"", ""projects"", ""cloud computing"", ""aws"", ""microservices"", ""docker"", ""kubernetes"", ""scalability"", ""fault tolerance"", ""research"", ""challenge""]"
"2023-11-07","Working on the Big Data Spark project. Processing a large dataset (few GBs) locally is slow. Learning Spark RDDs and DataFrames API. The functional programming style takes some getting used to. Debugging Spark jobs feels like black magic sometimes. Stack Overflow is my best friend.","[""ucd"", ""assignments"", ""projects"", ""big data"", ""spark"", ""rdd"", ""dataframe"", ""functional programming"", ""debugging"", ""study"", ""stack overflow""]"
"2023-11-11","Attended an IndSoc Diwali event on campus. Lighting lamps, sharing sweets, music. Felt a bit like home for a couple of hours. Good to see so many familiar faces from the Indian community. Talked to some seniors about their job search experiences last year – helpful insights, mostly reinforcing that it's tough but possible.","[""ucd"", ""social"", ""indsoc"", ""diwali"", ""festival"", ""india"", ""community"", ""homesick"", ""culture"", ""job search"", ""networking"", ""seniors""]"
"2023-11-15","Machine Learning final project: Comparing performance of different classifiers (e.g., SVM, Random Forest, Logistic Regression) on a chosen dataset. Need to do proper cross-validation and hyperparameter tuning. Applying the concepts learned throughout the semester. Decided to use a dataset from Kaggle.","[""ucd"", ""assignments"", ""projects"", ""machine learning"", ""classification"", ""svm"", ""random forest"", ""logistic regression"", ""cross-validation"", ""hyperparameter tuning"", ""kaggle"", ""scikit-learn""]"
"2023-11-19","Received another internship rejection. This one was after an initial automated screening. The process feels impersonal and random sometimes. Trying not to take it personally. Focused on refining my LinkedIn profile, adding project details. Sent a connection request to a recruiter who posted a relevant role. Small actions.","[""job search"", ""rejection"", ""internship"", ""linkedin"", ""networking"", ""resilience"", ""stress"", ""action""]"
"2023-11-23","Distributed Systems final project: Implementing a simplified version of a distributed hash table (DHT) like Chord or Kademlia. Deeply theoretical but forces you to understand the protocols inside out. Pair-programming with Rohan on this one, helps to bounce ideas and debug together. Long hours in the CS lab.","[""ucd"", ""assignments"", ""projects"", ""distributed systems"", ""dht"", ""chord"", ""kademlia"", ""theory"", ""coding"", ""pair programming"", ""rohan"", ""debugging"", ""study""]"
"2023-11-27","Feeling the end-of-semester crunch. Multiple project deadlines approaching, plus final exams looming. Stress levels are high across the board. Trying to maintain a semblance of healthy habits - eating properly, getting *some* sleep. Went for a run around campus just to clear my head. It helped a bit.","[""ucd"", ""study load"", ""assignments"", ""projects"", ""exams"", ""stress"", ""pressure"", ""health"", ""coping"", ""running"", ""campus""]"
"2023-12-01","Submitted the Cloud Computing final project report and code. One down! Documenting the architecture took almost as long as building it. Started serious revision for the DS final exam. This one scares me the most. Going through lecture notes, past papers (if available), trying to solidify understanding of consensus, replication, consistency models.","[""ucd"", ""assignments"", ""projects"", ""submission"", ""cloud computing"", ""relief"", ""exams"", ""revision"", ""distributed systems"", ""stress"", ""preparation""]"
"2023-12-05","Submitted Big Data (Spark) and ML (Classification Comparison) projects. Huge relief. Feels like crossing milestones. Library is packed 24/7 now. The collective stress is palpable. Keeping fueled with coffee and determination. Flight home is booked for the 19th, the light at the end of the tunnel.","[""ucd"", ""assignments"", ""projects"", ""submission"", ""big data"", ""machine learning"", ""relief"", ""library"", ""exams"", ""revision"", ""stress"", ""motivation"", ""holidays"", ""home""]"
"2023-12-09","Final exam revision mode. Focused entirely on DS and ML for now. Whiteboarding concepts with Rohan. Flashcards deployed. Trying to anticipate question types. It feels like preparing for battle. Limited social life, just study, eat, sleep (maybe).","[""ucd"", ""exams"", ""final exams"", ""revision"", ""study"", ""distributed systems"", ""machine learning"", ""rohan"", ""collaboration"", ""stress"", ""focus""]"
"2023-12-13","Text Analytics final exam today. Felt manageable, similar style to midterm but covering more topics (like topic modeling, information extraction). Big Data exam tomorrow. One more after that (ML), then DS. Almost there. Feeling the fatigue but pushing through.","[""ucd"", ""exams"", ""final exams"", ""text analytics"", ""topic modeling"", ""information extraction"", ""study"", ""fatigue"", ""perseverance""]"
"2023-12-16","Survived the DS final. It was as challenging as anticipated. Left the exam hall feeling unsure but glad it's over. That marks the end of Semester 1 academic work! The sense of accomplishment is huge, regardless of results. Time to pack and mentally prepare for going home.","[""ucd"", ""exams"", ""final exams"", ""distributed systems"", ""relief"", ""completion"", ""accomplishment"", ""exhaustion"", ""packing"", ""holidays"", ""home""]"
"2023-12-20","Landed back in India. The familiar heat and chaos embraced me. Mom's cooking tastes like heaven. So good to be fussed over by family. Catching up with everyone, sharing stories about Dublin (the edited version!). Jet lag is real but being home overrides it.","[""travel"", ""home"", ""india"", ""family"", ""food"", ""culture"", ""happiness"", ""relief"", ""jet lag""]"
"2023-12-25","Christmas Day. Not a big festival for my family, but enjoyed the quiet day at home. Watched movies, ate well. Reflected on the past few months in Dublin – the challenges, the learning, the new environment. It's been a massive adjustment but feels like I'm growing. Checked UCD emails – finalized Semester 2 modules: DL, Gen AI, SQL, Data Sci, Speech/Audio. Looks excitingly tough.","[""holidays"", ""home"", ""india"", ""christmas"", ""relax"", ""reflection"", ""personal growth"", ""ucd"", ""semester 2 modules"", ""planning""]"
"2023-12-30","Meeting up with old friends from undergrad. Feels good to reconnect. Trying to explain the MSc and life abroad. Some are working, some studying further in India. Interesting hearing their perspectives. Makes me appreciate the opportunity I have but also miss the familiarity of home.","[""holidays"", ""home"", ""india"", ""friends"", ""reconnection"", ""comparison"", ""reflection"", ""gratitude"", ""homesick""]"
"2024-01-04","Semester 1 results released online. Logged in nervously. Overall B+ average! Passed DS with a C, huge relief. Got an A- in Cloud and Text Analytics! Really happy with that. Boosts my confidence for Semester 2. Shared the news with family, they are proud. Feeling ready to go back and tackle the next set of challenges.","[""ucd"", ""results"", ""grades"", ""semester 1"", ""success"", ""relief"", ""distributed systems"", ""cloud computing"", ""text analytics"", ""confidence"", ""motivation"", ""family"", ""pride""]"
"2024-01-10","Packing bags again, feels too soon. Said emotional goodbyes to family. Stocked up on homemade snacks. Flying back to Dublin tomorrow. Mixed feelings – sadness leaving home, but also anticipation for the new semester and seeing Dublin friends again.","[""holidays"", ""home"", ""india"", ""packing"", ""goodbyes"", ""family"", ""sadness"", ""dublin"", ""ucd"", ""semester 2"", ""anticipation""]"
"2024-01-14","Back in Dublin. The cold hit me immediately. Unpacked, grocery shopping, tried to get back into the timezone. Flat feels quiet. Met Rohan for coffee, exchanged stories about the break and results. Ready to dive into Semester 2 tomorrow. Let's do this.","[""dublin"", ""travel"", ""return"", ""routine"", ""weather"", ""friends"", ""rohan"", ""ucd"", ""semester 2"", ""motivation""]"
"2024-01-18","First lectures for new modules. Deep Learning is math-heavy but fascinating. Gen AI with Prof Kavanagh is already inspiring, discussing ethics early on. SQL is refreshingly practical. Data Science seems like a good consolidation of ML concepts. Speech/Audio Processing is totally new, involves signals and phonetics. Brain is full.","[""ucd"", ""semester 2"", ""lectures"", ""deep learning"", ""generative ai"", ""sql"", ""data science"", ""speech processing"", ""ethics"", ""new material"", ""study""]"
"2024-01-22","Getting into the rhythm of Semester 2. DL assignment 1 (NN from scratch) looks intense. Gen AI requires keeping up with recent papers. SQL labs are good practice. Started Data Science assignment 1 (data cleaning with Pandas). Speech labs involve using Praat software. Juggling five modules is tough. Applied for a Data Analyst internship that looked interesting.","[""ucd"", ""semester 2"", ""study load"", ""assignments"", ""deep learning"", ""generative ai"", ""sql"", ""data science"", ""speech processing"", ""pandas"", ""praat"", ""job search"", ""internship"", ""application""]"
"2024-01-26","Republic Day back home. Felt a bit nostalgic. Saw IndSoc posts about celebrations. Couldn't attend as had evening lab. Received email invite for first round interview for the Data Analyst role! Panic/excitement! Need to prep SQL, Python, Stats. Scheduled for Jan 30th.","[""india"", ""republic day"", ""nostalgia"", ""ucd"", ""indsoc"", ""labs"", ""job search"", ""interview"", ""data analyst"", ""preparation"", ""excitement"", ""stress""]"
"2024-01-31","Interview done yesterday. Waiting game now. Trying to focus on studies. Gen AI lecture on Transformers - complex but crucial architecture. Deep Learning assignment debugging is painful, NumPy array shapes are the bane of my existence right now. Feeling tired but pushing through.","[""job search"", ""interview"", ""waiting"", ""ucd"", ""generative ai"", ""transformers"", ""deep learning"", ""assignments"", ""numpy"", ""debugging"", ""stress"", ""fatigue""]"
"2024-02-05","Rejection for the Data Analyst role. Sigh. It's disheartening but expected, I guess. Need to keep applying. Talked to Careers service about interview feedback, they gave some generic tips. Back to LeetCode practice for future SWE roles. Focused on SQL assignment - complex joins and subqueries.","[""job search"", ""rejection"", ""disappointment"", ""resilience"", ""careers service"", ""leetcode"", ""sql"", ""assignments"", ""ucd""]"
"2024-02-09","Submitted SQL assignment. Started working on the Data Science project with Aoife and others – predictive modeling task. Speech processing assignment involves implementing MFCC calculation. Interesting but math-heavy. Feeling the workload pile up. Need to stay organised.","[""ucd"", ""assignments"", ""sql"", ""submission"", ""data science"", ""project"", ""aoife"", ""speech processing"", ""mfcc"", ""study load"", ""organisation""]"
"2024-02-13","Received invite for a coding assessment (SWE Intern). Okay, this is more aligned with my goals. Need to step up LeetCode prep. Focused on Arrays, Strings, Hashmaps as Rohan suggested. Feeling hopeful but also nervous about the timed test format.","[""job search"", ""coding assessment"", ""software engineer"", ""internship"", ""leetcode"", ""preparation"", ""hope"", ""nervous"", ""rohan""]"
"2024-02-17","Spent Saturday doing LeetCode mediums. It's challenging but also kind of addictive when you solve one. Reviewed common data structures and their time/space complexities. Deep Learning lecture covered CNNs, which seem crucial for image tasks. Trying to balance job prep with understanding complex module content.","[""job search"", ""leetcode"", ""coding"", ""data structures"", ""algorithms"", ""preparation"", ""ucd"", ""deep learning"", ""cnn"", ""study"", ""time management"", ""weekend""]"
"2024-02-21","Took the coding assessment today. 90 mins, 2 questions. Felt okay about the first (array manipulation), struggled to find the optimal solution for the second (graph problem). Submitted what I had. Hope it's enough. Feeling drained. Ordered takeaway to celebrate surviving it.","[""job search"", ""coding assessment"", ""leetcode"", ""software engineer"", ""stress"", ""performance"", ""waiting"", ""relief"", ""food""]"
"2024-02-25","Brainstorming Gen AI project ideas more seriously. Fine-tuning GPT-2 seems feasible and interesting. Potential datasets: UCD modules, Irish folklore, news headlines. Need to check data availability and compute resources required. Discussed with Prof. Kavanagh, got positive feedback on the module description idea.","[""ucd"", ""generative ai"", ""project"", ""gpt2"", ""fine-tuning"", ""language models"", ""ideas"", ""research"", ""feasibility"", ""datasets""]"
"2024-02-28","Reading week next week. Plan: 1. Catch up on DL/Gen AI lectures. 2. LeetCode practice. 3. Start Gen AI project setup. 4. Day trip! Aoife suggested Glendalough. Sounds perfect. Still waiting for coding assessment results. The limbo is frustrating.","[""ucd"", ""reading week"", ""planning"", ""study"", ""deep learning"", ""generative ai"", ""leetcode"", ""project"", ""travel"", ""glendalough"", ""aoife"", ""job search"", ""waiting"", ""frustration""]"
"2024-03-03","Reading week. Revised CNNs and started reading about RNNs for Deep Learning. Did some LeetCode linked list and tree problems. Started scraping UCD module descriptions for the Gen AI project. Data cleaning looks like it will be tedious.","[""ucd"", ""reading week"", ""study"", ""deep learning"", ""cnn"", ""rnn"", ""leetcode"", ""linked lists"", ""trees"", ""generative ai"", ""project"", ""data scraping"", ""data cleaning""]"
"2024-03-06","Glendalough trip today with Aoife's group. Stunningly beautiful, even with the moody Irish weather. The walk around the lakes was refreshing. Good company, good conversations. A much-needed mental reset before the second half of the semester. Ireland's landscape is quite something.","[""travel"", ""ireland"", ""glendalough"", ""wicklow"", ""nature"", ""scenery"", ""history"", ""relax"", ""friends"", ""aoife"", ""reading week"", ""mental health""]"
"2024-03-09","Passed the coding assessment! Got the email yesterday. Invited for a technical phone screen (SWE Intern). Thrilled! Also received an interview invite for a Cloud Support Engineer Intern role at another company. Suddenly have two active processes! Need to prep for both interview styles - technical coding vs. cloud concepts/behavioural. Busy times ahead.","[""job search"", ""success"", ""coding assessment"", ""interview"", ""technical screen"", ""software engineer"", ""cloud support"", ""internship"", ""excitement"", ""relief"", ""stress"", ""preparation""]"
